"","SRR1033183","SRR1033278","SRR1033010","SRR1033228","SRR1033161","SRR1032930","SRR1032912","SRR1032941","SRR1033275","SRR1032971","SRR1032972","SRR1032981","SRR1032945","SRR1032948","SRR1032953","SRR1032982","SRR1032924","SRR1032964","SRR1032985","SRR1032989"
"DENND4C",0,45,0,9,0,10,2,14,2,0,2,32,5,0,9,2,11,12,6,0
"DENND5A",54,128,1,16,126,1,10,74,3,62,5,3,3,28,18,5,3,11,10,12
"DENND5B",27,0,0,0,0,0,2,0,0,0,0,3,6,0,0,7,4,0,0,0
"DENND5B-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DENND6A",1,18,0,4,0,59,1,0,3,4,0,1,0,0,1,0,0,0,0,16
"DENND6B",0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
"DENR",11,69,1,42,7,84,57,52,21,28,39,104,90,183,7,25,74,159,118,49
"DEPDC1",149,202,30,28,218,9,29,174,33,12,66,0,48,21,85,0,22,28,166,0
"DEPDC1B",3,74,85,7,165,0,33,88,0,0,0,0,59,1,34,22,0,1,0,0
"DEPDC4",0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2
"DEPDC5",0,0,0,3,0,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0
"DEPDC7",44,115,431,129,1,29,180,2,0,3,12,9,172,60,30,23,1,1,2,0
"DEPTOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DERA",410,215,10,79,269,168,233,157,247,504,235,44,289,162,33,110,188,181,253,186
"DERL1",0,18,0,0,0,0,44,0,72,0,23,6,0,12,15,27,9,0,29,62
"DERL2",0,51,0,68,122,559,18,182,366,0,212,2,210,179,149,128,176,2,58,117
"DERL3",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DES",84,117,220,2,0,345,463,34,0,32,120,209,56,5,0,71,0,92,0,0
"DESI1",1,1,0,4,11,0,4,0,72,0,15,0,1,7,0,8,59,0,0,22
"DESI2",95,18,2,49,4,0,21,2,8,28,17,3,0,10,0,68,0,13,0,3
"DET1",175,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"DEXI",0,0,0,0,0,0,0,0,0,0,5,0,0,0,62,0,0,3,1,0
"DFFA",1,14,0,32,0,20,66,64,53,113,60,0,28,96,80,8,5,218,50,54
"DFFB",0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DFNA5",0,0,0,0,13,0,0,0,0,0,0,0,0,3,1,0,9,0,0,0
"DFNB31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DFNB59",0,0,0,0,0,0,0,1,0,0,0,76,0,0,0,0,0,0,0,0
"DGAT1",0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,26,23,0,0,0
"DGAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGAT2L6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGCR10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGCR11",0,0,0,0,181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DGCR14",0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"DGCR2",0,51,0,0,0,0,7,1,0,0,0,0,11,0,0,0,3,0,30,0
"DGCR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGCR6",0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0
"DGCR6L",0,10,117,32,76,33,258,71,19,2,86,15,20,31,110,110,56,21,84,8
"DGCR8",15,6,0,11,5,5,19,1,30,2,3,11,6,33,5,4,18,5,1,3
"DGCR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGKA",0,0,0,8,0,24,0,0,0,0,0,0,0,6,44,16,26,8,0,0
"DGKB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGKD",22,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
"DGKE",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGKG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGKH",0,1,0,0,0,0,0,0,11,0,0,0,0,5,0,0,1,0,3,1
"DGKI",0,0,0,0,0,1,37,0,0,3,0,0,0,19,11,0,1,0,0,0
"DGKK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DGKQ",0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,4,0,0,6,0
"DGKZ",0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,3,2,0,0,0
"DGUOK",176,279,385,39,128,412,257,129,236,290,306,355,31,167,167,593,53,451,156,134
"DHCR24",63,8,0,51,34,39,80,202,290,0,4,0,2,35,96,33,0,1,0,48
"DHCR7",0,9,0,0,3,0,10,0,6,0,1,0,0,0,0,0,0,0,162,192
"DHDDS",34,101,0,64,46,0,76,61,63,0,35,84,22,15,0,24,24,1,161,44
"DHDH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHFR",101,31,41,13,19,49,58,42,27,38,84,34,72,24,39,48,3,0,29,56
"DHFRL1",0,0,2,2,0,26,12,1,0,1,0,0,0,0,0,34,0,0,0,0
"DHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHODH",0,1,2,3,0,0,1,0,16,0,0,0,0,0,34,0,0,0,67,0
"DHPS",95,11,166,8,5,14,71,280,95,97,123,0,158,281,87,128,0,19,19,65
"DHRS1",1,2,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,4,8,0
"DHRS11",0,0,0,0,0,0,0,0,0,0,0,231,6,0,0,5,0,0,0,0
"DHRS12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DHRS13",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHRS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHRS3",1,0,0,97,241,0,0,0,105,0,0,0,2,0,0,0,0,0,0,308
"DHRS4",0,0,0,0,0,3,15,1,11,0,12,0,0,0,3,2,5,0,0,0
"DHRS4-AS1",0,97,0,0,0,0,0,0,0,0,14,49,0,0,0,3,0,28,0,0
"DHRS4L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHRS4L2",0,0,5,5,0,3,8,2,6,0,14,21,0,0,1,4,0,0,6,0
"DHRS7",3,43,0,13,130,0,85,62,96,122,119,10,227,3,110,98,19,27,0,7
"DHRS7B",148,181,179,0,150,137,26,0,37,213,1,0,7,0,89,80,59,0,0,0
"DHRS7C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHRS9",0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,29,0,0,32
"DHRSX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHTKD1",0,16,0,0,6,0,0,3,3,0,56,29,0,3,12,0,4,0,0,8
"DHX15",199,125,90,55,43,90,65,21,41,165,220,155,52,124,78,163,32,85,165,167
"DHX16",0,8,0,19,121,0,0,63,19,0,32,18,1,6,0,14,2,157,2,48
"DHX29",0,35,0,14,1,17,8,2,8,0,18,16,9,5,13,60,55,35,0,3
"DHX30",0,4,0,6,1,8,3,5,27,1,16,90,17,7,17,3,38,8,0,0
"DHX32",139,12,0,0,2,0,0,2,12,0,0,3,0,1,2,0,1,0,10,1
"DHX33",83,3,55,15,45,0,44,47,12,8,70,18,76,26,29,26,9,25,30,19
"DHX34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"DHX35",0,0,0,1,0,0,0,32,0,0,19,0,0,0,0,0,0,0,0,5
"DHX36",73,8,2,72,3,34,80,60,65,1,39,42,30,15,13,75,35,1,65,59
"DHX37",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1
"DHX38",26,0,34,7,13,1,83,0,15,1,1,26,9,0,6,1,1,0,1,19
"DHX40",0,4,0,10,1,0,15,31,15,0,30,25,1,0,3,0,0,0,0,38
"DHX57",0,5,0,0,0,48,1,1,1,0,4,4,0,16,3,18,0,0,0,0
"DHX58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHX8",0,22,11,11,11,3,18,46,9,2,53,0,0,8,21,28,5,5,5,0
"DHX9",62,78,11,35,102,44,11,22,75,4,28,134,8,50,31,108,52,126,37,99
"DIABLO",57,96,0,17,2,124,110,30,101,41,67,81,249,44,99,94,71,60,0,103
"DIAPH1",80,23,5,2,0,60,39,12,5,5,36,4,1,27,49,42,14,0,41,10
"DIAPH2",8,0,0,0,0,11,53,3,10,49,0,0,32,0,5,0,4,0,2,0
"DIAPH3",187,140,49,23,58,36,115,52,49,2,58,42,7,78,28,8,109,19,43,68
"DIAPH3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIAPH3-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DICER1",3,16,0,7,4,0,24,6,4,0,12,33,0,16,0,25,15,14,10,1
"DICER1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIDO1",0,0,0,4,3,0,33,8,1,24,0,0,0,9,1,5,8,0,58,37
"DIEXF",0,0,0,24,0,18,1,9,1,3,16,58,2,1,2,4,6,46,44,1
"DIMT1",3,12,0,203,1,34,72,32,2,46,59,2,12,76,13,57,7,106,40,28
"DIO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIO2",0,0,0,0,0,15,0,0,0,0,2,11,0,0,0,27,0,0,0,0
"DIO2-AS1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIO3OS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIP2A",0,34,0,26,0,1,1,1,15,4,0,2,3,0,4,0,0,0,0,0
"DIP2A-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIP2B",10,0,66,0,0,11,0,0,0,0,0,7,0,24,17,11,1,0,9,9
"DIP2C",24,0,0,0,0,10,3,11,13,1,3,0,0,0,0,4,0,0,0,0
"DIRAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIRAS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIRAS3",0,1,0,0,0,0,0,8,0,0,64,0,0,25,20,0,0,0,0,5
"DIRC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIRC2",0,0,0,0,32,0,0,0,4,0,0,39,17,25,0,2,0,0,0,0
"DIRC3",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"DIS3",9,13,31,20,9,1,6,2,1,4,4,8,19,2,4,1,9,49,1,21
"DIS3L",0,16,0,1,3,0,0,1,9,0,14,0,0,4,0,0,34,0,42,8
"DIS3L2",7,0,0,6,13,1,1,0,0,294,0,0,1,66,33,16,0,228,0,0
"DISC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"DISC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISP1",0,0,0,6,18,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"DISP2",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DIXDC1",0,0,0,1,41,7,3,9,0,0,0,0,1,0,0,3,7,1,27,15
"DKC1",194,59,82,55,5,89,196,93,238,13,60,95,295,133,196,31,307,5,125,72
"DKFZP434A062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZP434H168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZP434I0714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZP434K028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZP434L187",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DKFZP586I1420",0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DKFZP686I15217",1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"DKFZp434J0226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZp434L192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZp451B082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZp566F0947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZp686D0853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZp686K1684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZp686O1327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKFZp779M0652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKK1",0,0,0,1,0,301,177,17,0,503,1,52,183,258,228,279,555,6,331,1700
"DKK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"DKK3",0,0,23,0,0,0,0,4,0,0,0,89,2,0,0,0,1,0,1,0
"DKK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DKKL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLAT",0,0,11,24,0,0,68,62,5,1,0,1,27,0,7,2,2,50,4,8
"DLC1",4,94,0,146,93,55,108,158,38,69,1,3,125,62,75,76,20,61,148,28
"DLD",289,55,267,82,115,85,143,131,36,68,116,32,206,43,162,114,32,0,175,23
"DLEC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLEU1",0,0,0,0,60,0,3,10,0,0,31,255,0,42,0,22,83,37,0,0
"DLEU2",3,9,0,18,14,0,3,2,4,0,13,0,7,0,0,0,0,0,2,0
"DLEU2L",0,9,0,17,4,5,2,1,3,0,6,0,0,0,0,0,2,0,4,0
"DLEU7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLEU7-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLG1",37,241,53,28,58,11,6,35,28,144,64,1,18,49,2,27,0,9,40,0
"DLG1-AS1",0,2,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"DLG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLG3",0,10,15,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0
"DLG4",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLG5",4,11,0,14,6,12,7,8,29,29,6,28,33,12,25,28,1,20,3,0
"DLG5-AS1",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLGAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLGAP1-AS1",0,0,0,0,0,11,3,0,0,0,30,0,0,0,0,0,3,0,0,0
"DLGAP1-AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLGAP1-AS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLGAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLGAP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLGAP4",34,27,2,11,9,9,9,46,11,0,7,4,2,12,0,17,9,1,21,1
"DLGAP5",267,469,488,127,277,14,74,227,43,36,94,2,2,1,32,0,33,221,130,14
"DLK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLK2",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0
"DLL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLL3",0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0
"DLL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLST",0,0,0,4,0,0,2,5,0,5,45,0,0,0,0,0,22,0,6,0
"DLX1",0,0,0,0,0,0,0,0,0,29,0,0,18,8,0,0,0,1,0,0
"DLX2",0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,1,6,0,0,0
"DLX3",0,0,0,0,0,0,6,0,0,10,0,0,35,1,0,75,0,116,0,0
"DLX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"DLX5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLX6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMAP1",7,0,0,0,88,10,3,74,14,2,1,85,5,1,66,68,0,0,0,0
"DMBT1",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"DMBX1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMC1",0,1,0,5,28,0,0,24,4,0,1,1,0,0,0,0,0,0,1,1
"DMD",2,0,0,0,24,3,1,0,0,8,0,0,11,1,0,32,10,0,1,0
"DMGDH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMKN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMPK",0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRTA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRTA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRTB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRTC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRTC1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRTC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMTF1",46,106,4,37,7,1,65,1,18,131,27,1,0,21,7,0,6,105,0,26
"DMWD",0,0,2,8,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0
"DMXL1",0,1,0,0,0,0,0,3,7,4,0,0,1,0,0,12,3,0,0,0
"DMXL2",0,0,0,0,0,0,3,0,12,0,9,0,0,1,0,0,3,0,0,0
"DNA2",5,10,0,11,0,28,2,1,22,0,11,143,40,0,0,0,53,0,0,7
"DNAAF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAAF2",0,0,0,25,8,0,0,0,0,4,0,16,0,0,0,0,29,0,0,0
"DNAAF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH14",0,0,0,0,39,1,3,0,0,0,0,2,6,0,0,0,0,0,1,0
"DNAH17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH5",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0
"DNAH6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJA1",189,650,952,117,382,832,161,827,870,10,583,549,747,563,236,499,478,254,688,246
"DNAJA1P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJA2",1,46,78,73,90,6,77,29,140,76,50,47,49,56,139,58,34,85,68,4
"DNAJA3",0,0,0,13,0,0,0,1,28,0,29,0,120,18,0,0,0,0,0,0
"DNAJA4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB1",119,105,0,83,17,10,39,19,24,1,0,0,102,19,0,81,5,26,0,4
"DNAJB11",24,0,0,49,18,56,7,65,307,104,37,12,0,40,0,131,83,82,143,51
"DNAJB12",53,12,59,42,0,6,1,9,14,132,1,0,0,3,0,1,70,5,14,91
"DNAJB13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB14",0,0,33,4,29,0,3,38,17,1,31,29,6,4,19,0,12,0,0,0
"DNAJB2",48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB4",384,229,274,196,124,414,788,737,62,375,239,378,794,416,50,892,16,508,43,98
"DNAJB5",1,0,0,0,64,0,2,0,0,0,1,0,0,0,0,15,0,6,0,0
"DNAJB6",418,288,130,253,154,214,65,288,226,117,229,107,205,274,171,259,62,35,175,54
"DNAJB7",0,0,0,17,0,2,2,0,2,19,0,1,3,0,0,6,9,1,0,0
"DNAJB8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB8-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB9",75,0,0,0,0,86,39,2,13,0,0,1,1,1,0,0,36,80,0,0
"DNAJC1",0,0,0,1,26,58,19,5,0,0,1,0,14,5,35,0,0,3,0,6
"DNAJC10",0,34,0,7,0,3,9,10,53,31,8,6,35,12,2,76,8,0,1,19
"DNAJC11",0,86,0,47,2,60,3,112,3,1,0,0,28,11,6,1,24,9,30,0
"DNAJC12",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJC13",10,26,0,3,0,28,17,12,37,1,2,3,4,6,0,2,8,0,7,0
"DNAJC14",0,1,0,1,3,0,24,1,36,1,92,13,0,5,3,0,0,0,0,0
"DNAJC15",86,80,52,18,70,57,136,49,48,87,36,87,57,65,170,100,76,62,77,157
"DNAJC16",23,7,61,55,68,92,4,63,37,28,5,61,124,21,16,18,2,41,22,26
"DNAJC17",5,13,0,19,0,13,66,25,0,10,1,100,23,29,134,41,6,0,101,15
"DNAJC18",0,0,0,0,0,0,1,17,6,12,1,0,0,0,1,0,0,0,6,0
"DNAJC19",148,63,35,45,10,32,159,4,60,44,32,9,111,49,127,83,44,22,54,128
"DNAJC2",0,59,0,13,41,1,29,18,15,10,41,12,2,47,49,12,8,41,42,64
"DNAJC21",5,1,0,0,6,0,1,11,16,0,24,1,3,16,2,19,18,3,0,20
"DNAJC22",0,0,2,1,3,104,7,0,2,0,0,0,0,0,0,0,18,0,0,37
"DNAJC24",0,9,0,10,4,6,0,0,8,0,17,0,44,0,0,16,4,9,0,3
"DNAJC25",0,5,21,0,0,2,4,0,46,0,0,1,0,5,0,28,0,0,61,0
"DNAJC25-GNG10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJC27",14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DNAJC27-AS1",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJC28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJC3",316,44,78,150,10,148,72,306,203,215,196,156,309,226,73,394,43,156,95,120
"DNAJC30",0,0,0,3,0,0,6,0,0,0,0,0,0,15,0,0,0,0,75,0
"DNAJC4",0,0,2,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
"DNAJC5",0,0,0,0,1,0,8,0,7,0,1,27,0,3,6,4,1,0,0,0
"DNAJC5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJC5G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJC6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJC7",151,113,110,40,115,23,70,103,110,4,90,123,98,43,81,6,36,45,10,82
"DNAJC8",93,103,244,239,231,126,254,266,283,209,93,270,110,172,265,171,234,440,151,145
"DNAJC9",190,141,50,209,15,158,203,309,499,121,205,641,244,168,50,50,537,335,167,108
"DNAJC9-AS1",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"DNAL1",5,3,0,6,0,3,4,6,3,6,0,0,0,11,0,3,0,4,5,0
"DNAL4",0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"DNALI1",38,0,0,2,0,0,1,0,8,0,1,0,0,0,2,0,0,0,0,1
"DNASE1",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0
"DNASE1L1",0,3,8,0,0,40,0,0,34,0,37,0,7,1,0,17,0,0,22,0
"DNASE1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNASE1L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNASE2",0,0,0,3,0,0,0,0,2,12,0,1,1,0,23,27,11,13,0,12
"DNASE2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DND1",3,0,0,0,0,4,2,1,20,3,2,2,5,7,0,16,6,0,4,5
"DNER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
"DNHD1",0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"DNLZ",0,0,0,0,0,0,10,0,0,0,8,0,0,3,0,0,0,0,2,0
"DNM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNM1L",58,138,0,21,4,40,4,15,25,68,127,89,17,96,53,14,7,59,24,55
"DNM1P35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNM1P41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
