"","out01_0","out02_0","out03_0","out04_0","out05_0","out06_0","out07_0","out08_0","out09_0"
"CELA1",0,0,0,0,0,0,0,0,0
"CELA2A",0,0,0,0,0,0,0,0,0
"CELA2B",0,0,0,0,0,0,0,0,0
"CELA3A",0,0,0,0,0,0,0,0,0
"CELA3B",0,0,0,0,0,0,0,0,0
"CELF1",18,17,17,18,16,18,18,16,16
"CELF2",56,50,48,45,33,34,32,25,26
"CELF2-AS2",3,3,3,2,1,2,1,1,1
"CELF3",0,0,0,0,0,0,0,0,0
"CELF4",0,0,0,0,0,0,0,0,0
"CELF5",0,0,0,0,0,0,0,0,0
"CELF6",0,0,1,1,1,2,2,2,2
"CELP",0,0,0,0,0,0,0,0,0
"CELSR1",0,0,0,0,0,0,0,0,0
"CELSR2",0,0,0,0,0,0,0,0,0
"CELSR3",0,0,0,0,0,0,0,0,0
"CEMP1",0,0,0,0,0,0,0,0,0
"CEND1",0,0,0,0,0,0,0,0,0
"CENPA",1,2,3,4,5,5,7,7,7
"CENPB",1,1,1,1,1,1,2,1,1
"CENPBD1",3,3,3,2,2,2,1,1,1
"CENPC1",10,11,13,13,13,14,15,17,17
"CENPE",6,12,17,23,24,31,36,38,44
"CENPF",16,29,42,55,58,79,87,89,106
"CENPH",3,5,7,12,10,15,16,17,22
"CENPI",4,8,11,13,14,19,19,21,25
"CENPJ",7,9,11,12,12,14,16,16,18
"CENPK",14,29,40,54,59,69,84,87,100
"CENPL",5,9,14,17,19,24,27,30,36
"CENPM",35,47,60,64,74,84,93,93,118
"CENPN",17,30,40,48,57,75,85,86,103
"CENPO",3,5,7,8,9,12,13,13,17
"CENPP",2,4,5,5,5,6,7,7,9
"CENPQ",12,18,22,24,27,30,36,39,44
"CENPT",12,11,11,12,10,14,12,11,12
"CENPV",3,4,6,7,7,9,10,10,11
"CENPVP1",0,0,0,0,0,0,0,0,0
"CENPW",105,143,225,263,262,349,384,406,470
"CEP104",9,9,9,8,8,8,8,7,7
"CEP112",32,34,34,35,30,34,35,29,35
"CEP120",1,2,2,3,3,4,4,4,6
"CEP128",4,5,6,7,7,10,11,11,12
"CEP135",3,3,3,3,4,4,5,5,5
"CEP152",3,4,7,9,8,11,12,13,14
"CEP164",3,3,3,3,3,3,3,3,2
"CEP170",52,46,44,40,33,33,31,26,25
"CEP170B",0,0,0,0,0,0,1,1,1
"CEP170P1",0,0,0,0,0,0,0,0,0
"CEP19",9,8,7,6,4,4,3,2,2
"CEP192",2,3,3,5,4,6,5,7,7
"CEP250",3,3,3,3,3,3,4,3,4
"CEP290",4,5,5,5,6,7,8,7,8
"CEP350",12,13,14,14,13,16,15,15,17
"CEP41",16,15,15,17,14,16,15,14,16
"CEP44",6,8,8,11,11,14,15,14,18
"CEP55",7,13,18,25,27,38,40,41,48
"CEP57",30,32,32,31,27,32,32,32,32
"CEP57L1",15,18,22,22,22,26,30,29,31
"CEP63",28,27,27,25,20,22,22,19,20
"CEP68",13,12,11,9,7,7,6,4,4
"CEP70",5,7,8,10,11,12,14,14,15
"CEP72",0,0,1,1,1,1,1,1,1
"CEP76",7,5,5,6,6,6,7,5,7
"CEP78",4,6,9,10,10,12,15,15,18
"CEP85",4,5,5,5,5,6,8,7,8
"CEP85L",5,5,7,5,5,7,8,8,8
"CEP89",14,16,18,16,15,20,20,19,21
"CEP95",12,13,15,17,14,17,18,17,19
"CEP97",10,11,12,13,13,16,18,15,19
"CEPT1",21,19,17,15,12,12,12,9,9
"CER1",0,0,0,0,0,0,0,0,0
"CERCAM",4,4,5,4,4,4,5,4,5
"CERK",9,9,8,9,7,10,9,9,10
"CERKL",37,34,30,26,22,22,18,14,11
"CERS1",0,0,0,0,0,0,0,0,0
"CERS2",36,41,39,42,38,45,43,40,47
"CERS3",0,0,0,0,0,0,0,0,0
"CERS4",0,0,0,0,0,0,0,0,0
"CERS5",79,73,75,71,59,63,60,53,52
"CERS6",4,4,4,4,3,3,3,2,2
"CERS6-AS1",10,10,10,8,8,9,8,8,8
"CES1",0,0,0,0,0,0,0,1,0
"CES1P1",0,0,0,0,0,0,0,0,0
"CES1P2",0,0,0,0,0,0,0,0,0
"CES2",2,3,3,4,3,4,5,5,4
"CES3",0,0,0,0,0,0,0,0,0
"CES4A",2,1,1,2,1,1,0,0,0
"CES5A",0,0,0,0,0,0,0,0,0
"CES5AP1",0,0,0,0,0,0,0,0,0
"CETN1",0,0,0,0,0,0,0,0,0
"CETN2",64,60,65,66,60,72,65,58,68
"CETN3",15,19,22,21,21,27,27,28,30
"CETN4P",0,0,0,1,1,1,1,2,2
"CETP",0,0,0,0,0,0,0,0,0
"CFB",0,0,0,0,0,0,0,0,0
"CFC1",0,0,0,0,0,0,0,0,0
"CFC1B",0,0,0,0,0,0,0,0,0
"CFD",1,1,1,1,1,1,1,1,1
"CFDP1",76,71,75,71,67,74,73,67,76
"CFH",80,74,76,77,70,76,75,68,74
"CFHR1",0,0,0,0,1,0,1,0,1
"CFHR2",0,0,0,0,0,0,0,0,0
"CFHR3",0,0,0,0,0,0,0,0,0
"CFHR4",0,0,0,0,0,0,0,0,0
"CFHR5",0,0,0,0,0,0,0,0,0
"CFI",0,0,0,0,0,0,0,0,0
"CFL1",573,575,567,563,488,542,542,500,532
"CFL1P1",0,0,0,0,0,0,0,0,0
"CFL2",705,641,583,537,429,439,398,320,305
"CFLAR",43,43,43,43,39,40,42,34,35
"CFLAR-AS1",1,1,0,0,0,0,0,0,0
"CFP",0,0,0,0,0,0,0,0,0
"CFTR",0,0,0,0,0,0,0,0,0
"CGA",0,0,0,0,0,0,0,0,0
"CGB",0,0,0,0,0,0,0,0,0
"CGB1",0,0,0,0,0,0,0,0,0
"CGB2",0,0,0,0,0,0,0,0,0
"CGB5",0,0,1,1,1,1,1,1,1
"CGB7",0,0,0,0,0,0,0,1,0
"CGB8",0,1,1,0,2,2,2,2,2
"CGGBP1",39,39,37,37,32,37,36,30,35
"CGN",0,0,0,0,0,0,0,0,0
"CGNL1",2,2,1,1,1,1,0,0,0
"CGREF1",0,0,0,0,0,0,0,0,0
"CGRRF1",38,35,35,35,33,39,37,35,39
"CH25H",0,0,0,0,0,0,0,0,0
"CHAC1",11,10,10,11,9,10,9,11,11
"CHAC2",9,10,11,11,11,10,10,11,13
"CHAD",0,0,0,0,0,0,0,0,0
"CHADL",0,0,0,0,0,0,0,0,0
"CHAF1A",2,4,3,5,7,8,7,8,9
"CHAF1B",3,5,8,9,9,14,15,15,18
"CHAMP1",4,4,5,5,5,7,7,7,8
"CHAT",0,0,0,0,0,0,0,0,0
"CHCHD1",80,74,81,74,65,76,78,75,74
"CHCHD10",2,2,2,1,1,1,0,1,0
"CHCHD2",674,668,698,708,628,749,780,711,811
"CHCHD3",102,113,113,118,107,129,125,127,133
"CHCHD4",24,25,25,29,21,28,25,20,26
"CHCHD5",76,90,93,96,80,99,95,89,108
"CHCHD6",50,47,41,40,35,28,29,22,24
"CHCHD7",16,22,28,33,37,40,44,38,52
"CHD1",16,18,17,18,16,18,18,17,19
"CHD1L",24,24,26,31,28,33,37,36,41
"CHD2",53,50,50,45,35,40,37,33,31
"CHD3",19,17,16,13,10,8,8,5,4
"CHD4",53,51,48,44,38,41,39,32,33
"CHD5",0,0,0,0,0,0,0,0,0
"CHD6",5,5,5,4,4,4,4,3,3
"CHD7",18,18,16,15,12,13,13,11,11
"CHD8",13,12,12,12,11,12,13,12,13
"CHD9",31,30,29,29,24,27,26,23,25
"CHDC2",0,0,0,0,0,0,0,0,0
"CHDH",0,0,0,0,0,0,0,0,0
"CHEK1",6,10,14,18,19,22,26,26,32
"CHEK2",4,8,9,14,15,18,21,22,26
"CHEK2P2",0,0,0,0,0,0,0,0,0
"CHERP",2,3,3,3,3,3,4,3,4
"CHFR",4,4,3,2,3,2,2,2,2
"CHGA",0,0,0,0,0,0,0,0,0
"CHGB",0,0,0,0,0,0,0,0,0
"CHI3L1",2,2,2,1,2,1,1,0,0
"CHI3L2",0,0,0,0,0,0,0,0,0
"CHIA",0,0,0,0,0,0,0,0,0
"CHIAP2",0,0,0,0,0,0,0,0,0
"CHIC1",1,1,1,0,0,0,0,0,0
"CHIC2",13,13,12,15,12,14,14,14,13
"CHID1",36,32,34,33,28,31,31,29,33
"CHIT1",2,1,1,1,1,0,0,0,0
"CHKA",10,8,9,9,7,8,7,6,7
"CHKB",8,9,9,10,7,8,9,8,7
"CHKB-CPT1B",0,0,0,0,0,0,0,0,0
"CHL1",0,0,0,0,0,0,0,0,0
"CHM",9,10,9,10,8,9,9,8,8
"CHML",15,13,12,11,9,9,9,7,7
"CHMP1A",12,13,14,15,14,16,17,16,18
"CHMP1B",50,51,48,53,42,50,49,43,49
"CHMP2A",285,272,245,249,215,235,241,199,213
"CHMP2B",39,35,36,34,29,32,30,26,27
"CHMP3",83,83,80,84,66,84,78,73,76
"CHMP4A",89,88,87,96,82,99,91,82,89
"CHMP4B",6,6,5,5,5,6,5,5,5
"CHMP4C",0,0,0,0,0,0,0,0,0
"CHMP5",168,169,161,159,134,147,146,134,134
"CHMP6",10,10,9,7,7,7,6,5,4
"CHMP7",1,1,1,2,2,2,2,3,3
"CHN1",79,71,73,67,56,62,62,54,53
"CHN2",0,0,0,0,0,0,0,0,0
"CHODL",2,1,2,1,1,1,1,0,0
"CHODL-AS1",0,0,0,0,0,0,0,0,0
"CHORDC1",51,49,45,43,34,37,36,30,30
"CHP1",473,456,424,404,339,361,347,296,307
"CHP2",0,0,0,0,0,0,0,0,0
"CHPF",17,17,15,12,9,11,10,7,7
"CHPF2",1,1,1,1,1,1,1,1,1
"CHPT1",5,4,3,4,3,4,5,3,3
"CHRAC1",17,17,18,22,18,23,22,20,24
"CHRD",0,0,0,0,0,0,0,0,0
"CHRDL1",0,0,0,0,0,0,0,0,0
"CHRDL2",0,0,0,0,0,0,0,0,0
"CHRFAM7A",0,0,0,0,0,0,0,0,0
"CHRM1",0,0,0,0,0,0,0,0,0
"CHRM2",0,0,0,0,0,0,0,0,0
"CHRM3",2,2,2,2,1,2,1,2,2
"CHRM4",0,0,0,0,0,0,0,0,0
"CHRM5",0,0,0,0,0,0,0,0,0
"CHRNA1",1736,1599,1430,1274,1000,1018,908,713,666
"CHRNA10",0,0,0,0,0,0,0,0,0
"CHRNA2",0,0,0,0,0,0,0,0,0
"CHRNA3",0,0,0,0,0,0,0,0,0
"CHRNA4",0,0,0,0,0,0,0,0,0
"CHRNA5",0,0,0,0,0,0,0,0,1
"CHRNA6",0,0,0,0,0,0,0,0,0
"CHRNA7",0,0,0,0,0,0,0,0,0
"CHRNA9",0,0,0,0,0,0,0,0,0
"CHRNB1",150,136,119,107,83,78,61,50,41
"CHRNB2",0,0,0,0,0,0,0,0,0
"CHRNB3",0,0,0,0,0,0,0,0,0
"CHRNB4",0,0,0,0,0,0,0,0,0
"CHRND",5,4,3,2,2,2,1,1,1
"CHRNE",0,0,0,0,0,0,0,0,0
"CHRNG",11,12,9,8,5,5,3,2,1
"CHST1",0,0,0,0,0,0,0,0,0
"CHST10",0,0,0,0,0,0,0,1,0
"CHST11",0,0,0,0,0,0,0,0,0
"CHST12",2,2,2,2,2,2,1,1,1
"CHST13",0,0,0,0,0,0,0,0,0
"CHST14",3,2,3,3,3,3,3,3,4
"CHST15",32,30,26,22,17,15,12,9,7
"CHST2",1,1,1,1,1,1,2,2,2
"CHST3",16,17,15,14,13,14,13,11,12
"CHST4",0,0,0,0,0,0,0,0,0
"CHST5",0,0,0,0,0,0,0,0,0
"CHST6",0,0,0,0,0,0,0,0,0
"CHST7",2,3,2,2,2,3,3,2,2
"CHST8",0,0,0,0,0,0,0,0,0
"CHST9",0,0,0,0,0,0,0,0,0
"CHSY1",15,15,16,16,15,19,18,18,19
"CHSY3",0,0,1,1,1,1,1,1,1
"CHTF18",1,2,2,3,3,3,4,4,5
"CHTF8",2,3,4,4,4,6,6,5,8
"CHTOP",28,28,29,31,25,30,32,29,30
"CHUK",20,19,17,17,13,15,14,12,12
"CHURC1",53,54,53,57,49,60,58,54,60
"CHURC1-FNTB",10,10,10,8,8,9,9,8,10
"CIAO1",17,18,19,19,18,21,23,21,24
"CIAPIN1",96,99,95,93,80,90,87,80,79
"CIB1",49,50,54,52,41,49,44,38,43
"CIB2",2,1,2,2,1,1,0,0,0
"CIB3",0,0,0,0,0,0,0,0,0
"CIB4",0,0,0,0,0,0,0,0,0
"CIC",1,1,1,1,1,1,1,1,1
"CIDEA",0,0,0,0,0,0,0,0,0
"CIDEB",0,0,0,0,0,0,0,0,0
"CIDEC",0,0,0,0,0,0,0,0,0
"CIDECP",11,13,13,16,13,15,17,14,13
"CIITA",0,0,0,0,0,0,0,0,0
"CILP",0,0,0,0,0,0,0,0,0
"CILP2",0,0,0,0,0,0,0,0,0
"CINP",128,127,120,124,96,112,114,102,103
"CIR1",31,35,33,36,31,37,35,33,38
"CIRBP",69,67,60,59,52,56,52,50,49
"CIRBP-AS1",1,1,0,1,0,1,0,0,0
"CIRH1A",75,73,71,70,60,70,67,62,66
"CISD1",21,23,27,30,31,39,42,42,45
"CISD2",22,23,21,21,18,21,22,20,20
"CISD3",8,8,9,9,8,10,13,10,13
"CISH",0,0,0,0,0,0,0,0,0
"CIT",2,2,3,4,5,7,7,7,9
"CITED1",0,0,0,0,0,0,0,0,0
"CITED2",6,5,5,6,4,5,6,4,6
"CITED4",0,0,1,1,0,0,0,0,0
"CIZ1",11,9,9,10,7,10,8,8,6
"CKAP2",124,127,128,129,112,130,136,127,137
"CKAP2L",8,20,25,33,33,44,51,53,64
"CKAP4",51,53,60,61,54,65,67,66,74
"CKAP5",43,52,58,65,63,78,82,81,94
"CKB",1010,895,782,658,475,453,336,224,146
"CKLF",49,68,84,93,99,139,148,150,161
"CKLF-CMTM1",0,0,2,2,1,5,2,3,4
"CKM",141,130,105,90,66,60,44,25,16
"CKMT1A",0,0,0,0,0,0,0,0,0
"CKMT1B",0,0,0,0,0,0,0,0,0
"CKMT2",1,0,0,0,0,0,0,0,0
"CKS1B",168,248,328,405,414,538,606,618,721
"CKS2",216,381,508,656,702,900,1009,1046,1176
"CLASP1",14,13,12,12,10,12,11,9,10
"CLASP2",3,4,4,4,3,3,3,3,3
"CLASRP",0,1,0,0,0,0,0,0,0
"CLC",0,0,0,0,0,0,0,0,0
"CLCA1",0,0,0,0,0,0,0,0,0
"CLCA2",0,0,0,0,0,0,0,0,0
"CLCA3P",0,0,0,0,0,0,0,0,0
"CLCA4",0,0,0,0,0,0,0,0,0
"CLCC1",19,19,18,20,18,20,20,18,20
"CLCF1",10,12,15,13,12,16,17,16,18
"CLCN1",0,0,0,0,0,0,0,0,0
"CLCN2",1,1,1,1,1,1,1,1,1
"CLCN3",13,13,13,14,11,13,13,12,13
"CLCN4",2,2,1,1,1,2,1,1,1
"CLCN5",11,9,9,7,5,5,4,3,3
"CLCN6",4,4,3,3,2,2,2,1,1
"CLCN7",0,0,0,0,0,0,0,0,0
"CLCNKA",0,0,0,0,0,0,0,0,0
"CLCNKB",0,0,0,0,0,0,0,0,0
"CLDN1",0,0,0,0,0,0,0,0,0
"CLDN10",0,0,0,0,0,0,0,0,0
"CLDN10-AS1",0,0,0,0,0,0,0,0,0
"CLDN11",4,7,8,11,9,11,16,13,16
"CLDN12",9,11,10,12,10,11,13,12,13
"CLDN14",0,0,0,0,0,0,0,0,0
"CLDN15",0,0,0,0,0,0,0,0,1
"CLDN16",0,0,0,0,0,0,0,0,0
"CLDN17",0,0,0,0,0,0,0,0,0
"CLDN18",0,0,0,0,0,0,0,0,0
"CLDN19",0,0,0,0,0,0,0,0,0
"CLDN2",0,0,0,0,0,0,0,0,0
"CLDN20",1,2,1,1,1,1,1,0,0
"CLDN22",2,2,2,3,2,4,4,3,4
"CLDN23",0,0,0,0,0,0,0,0,0
"CLDN24",0,1,1,1,1,1,1,1,2
"CLDN25",0,0,0,0,0,0,0,0,0
"CLDN3",0,0,0,0,0,0,0,0,0
"CLDN4",0,0,0,0,0,0,0,0,0
"CLDN5",2,2,2,1,1,2,1,1,1
"CLDN6",0,0,0,0,0,0,0,0,0
"CLDN7",0,1,1,2,1,3,4,4,4
"CLDN8",0,0,0,0,0,0,0,0,0
"CLDN9",0,0,0,0,0,0,0,0,0
"CLDND1",99,101,97,98,84,95,92,85,94
"CLDND2",0,0,1,1,0,0,1,0,1
"CLEC10A",0,0,0,0,0,0,0,0,0
"CLEC11A",3,2,4,5,4,3,3,3,2
"CLEC12A",0,0,0,0,0,0,0,0,0
"CLEC12B",0,0,0,0,0,0,0,0,0
"CLEC14A",0,0,0,0,0,0,0,0,0
"CLEC16A",7,7,7,7,6,7,7,6,6
"CLEC17A",0,0,0,0,0,0,0,0,0
"CLEC18A",0,0,0,0,0,0,0,0,0
"CLEC18B",0,0,0,0,0,0,0,0,0
"CLEC18C",0,0,0,0,0,0,0,0,0
"CLEC19A",0,0,0,0,0,0,0,0,0
"CLEC1A",0,0,0,0,0,0,0,0,0
"CLEC1B",0,0,0,0,0,0,0,0,0
"CLEC2A",0,0,0,0,0,0,0,0,0
"CLEC2B",3,3,4,3,3,3,4,5,5
"CLEC2D",5,5,5,4,3,3,3,2,3
"CLEC2L",0,0,0,0,0,0,0,0,0
"CLEC3A",0,0,0,0,0,0,0,0,0
"CLEC3B",0,0,0,0,0,1,0,0,0
"CLEC4A",6,7,9,8,8,9,8,9,9
"CLEC4C",0,0,0,0,0,0,0,0,0
"CLEC4D",0,0,0,0,0,0,0,0,0
"CLEC4E",0,0,0,0,0,0,0,0,0
"CLEC4F",0,0,0,0,0,0,0,0,0
"CLEC4G",0,0,0,0,0,0,0,0,0
"CLEC4GP1",0,0,0,0,0,0,0,0,0
"CLEC4M",0,0,0,0,0,0,0,0,0
"CLEC5A",0,0,0,0,0,0,0,0,0
"CLEC6A",0,0,0,0,0,0,0,0,0
"CLEC7A",0,0,0,0,0,0,0,0,0
"CLEC9A",0,0,0,0,0,0,0,0,0
"CLECL1",0,0,0,0,0,0,0,0,0
"CLGN",0,0,0,0,0,0,0,0,0
"CLHC1",3,3,3,3,2,3,2,2,2
"CLIC1",555,614,660,684,653,773,820,772,864
"CLIC2",1,1,1,0,0,0,0,0,0
"CLIC3",0,0,1,1,1,1,0,0,1
"CLIC4",386,359,337,318,262,279,259,225,225
"CLIC5",0,0,0,0,0,0,0,0,0
"CLIC6",0,0,0,0,0,0,0,0,0
"CLINT1",43,42,41,38,32,36,34,29,30
"CLIP1",14,14,14,13,11,12,11,10,12
"CLIP2",1,2,1,1,1,1,1,1,1
"CLIP3",10,8,8,7,5,5,4,3,3
"CLIP4",5,4,4,4,4,4,4,4,4
"CLK1",106,98,101,95,82,92,84,75,87
"CLK2",12,12,10,11,10,12,13,13,13
"CLK2P",0,0,0,0,0,0,0,0,0
"CLK3",18,20,20,22,18,22,23,23,25
"CLK4",15,13,13,14,10,11,10,10,10
"CLLU1",0,0,0,0,0,0,0,0,0
"CLLU1OS",0,0,0,0,0,0,0,0,0
"CLMN",0,0,0,0,0,0,0,0,0
"CLMP",5,8,10,11,12,15,17,18,20
"CLN3",14,13,12,12,8,9,9,7,8
"CLN5",20,16,16,14,10,12,10,8,9
"CLN6",6,5,6,6,5,5,5,5,6
"CLN8",6,6,5,5,5,4,4,3,4
"CLNK",0,0,0,0,0,0,0,0,0
"CLNS1A",202,210,208,219,195,215,221,210,230
"CLOCK",9,9,10,10,9,10,10,10,11
"CLP1",14,14,16,20,16,23,25,22,27
"CLPB",2,2,2,2,2,3,3,2,4
"CLPP",48,45,51,44,40,48,47,45,52
"CLPS",0,0,0,0,0,0,0,0,0
"CLPSL1",0,0,0,0,0,0,0,0,0
"CLPSL2",0,0,0,0,0,0,0,0,0
"CLPTM1",1,2,2,1,1,1,1,1,2
"CLPTM1L",24,20,21,19,18,20,18,14,16
"CLPX",22,18,18,17,15,16,14,11,12
"CLRN1",0,0,0,0,0,0,0,0,0
"CLRN1-AS1",0,0,0,0,0,0,0,0,0
"CLRN2",0,0,0,0,0,0,0,0,0
"CLRN3",0,0,0,0,0,0,0,0,0
"CLSPN",8,17,22,30,31,42,46,48,57
"CLSTN1",4,4,4,4,4,5,4,4,5
"CLSTN2",5,5,4,3,3,2,2,1,1
"CLSTN3",0,0,0,0,0,0,0,0,0
"CLTA",30,32,41,45,44,51,51,56,59
"CLTB",43,40,33,32,27,25,25,19,16
"CLTC",53,55,55,59,53,63,62,59,63
"CLTCL1",3,3,3,3,2,2,2,2,1
"CLU",12,12,13,13,12,14,14,13,15
"CLUAP1",17,15,15,13,11,11,11,10,10
"CLUH",1,1,1,1,1,1,1,1,2
"CLUHP3",5,5,5,5,5,4,6,5,6
"CLUL1",0,0,0,0,0,0,0,0,0
"CLVS1",0,0,0,0,0,0,0,0,0
"CLVS2",0,0,0,0,0,0,0,0,0
"CLYBL",0,0,0,0,0,0,0,0,0
"CMA1",0,0,0,0,0,0,0,0,0
"CMAHP",4,4,3,3,3,3,2,2,2
"CMAS",19,23,22,25,20,25,26,24,27
"CMBL",2,2,2,2,1,2,2,2,2
"CMC1",68,77,88,86,89,94,94,85,115
"CMC2",129,141,150,159,149,182,198,174,195
"CMC4",12,16,16,19,17,22,19,24,27
"CMIP",4,5,5,4,3,4,4,3,3
"CMKLR1",7,7,7,9,9,10,10,10,11
"CMPK1",69,71,68,71,60,70,68,61,63
"CMPK2",0,0,0,0,0,0,0,0,0
"CMSS1",69,67,64,67,54,60,56,52,52
"CMTM1",0,1,0,0,1,0,1,0,0
"CMTM2",0,0,0,0,0,0,0,0,0
"CMTM3",28,28,32,30,31,34,34,34,38
"CMTM4",0,1,1,1,1,1,1,1,2
"CMTM5",0,0,0,0,0,0,0,0,0
"CMTM6",27,31,31,33,31,33,37,35,42
"CMTM7",8,8,8,8,7,7,8,8,7
"CMTM8",0,0,1,0,1,1,1,1,1
"CMYA5",0,0,0,0,0,0,0,0,0
"CN5H6.4",0,0,0,0,0,0,0,0,0
"CNBD1",0,0,0,0,0,0,0,0,0
"CNBD2",0,0,0,0,0,0,0,0,0
"CNBP",329,339,327,332,292,329,342,301,330
"CNDP1",0,0,0,0,0,0,0,0,0
"CNDP2",17,17,18,21,20,22,24,23,25
"CNEP1R1",48,54,58,61,57,69,70,67,73
"CNFN",0,0,0,0,0,0,0,0,0
"CNGA1",0,0,0,0,0,0,0,0,0
"CNGA2",0,0,0,0,0,0,0,0,0
"CNGA3",0,0,0,0,0,0,0,0,0
"CNGA4",0,0,0,0,0,0,0,0,0
"CNGB1",0,0,0,0,0,0,0,0,0
"CNGB3",0,0,0,0,0,0,0,0,0
"CNIH",271,271,278,277,239,280,284,254,280
"CNIH2",0,0,0,0,0,0,0,0,0
"CNIH3",0,0,0,1,1,1,1,1,1
"CNIH4",244,244,282,304,296,354,381,347,389
"CNKSR1",0,0,0,0,0,0,0,0,0
"CNKSR2",0,0,0,1,1,1,1,1,1
"CNKSR3",2,2,2,2,1,1,1,0,1
"CNN1",0,0,0,0,0,0,0,0,0
"CNN2",260,261,251,244,209,232,227,200,218
"CNN3",723,680,629,615,502,529,497,427,425
"CNNM1",0,0,0,0,0,0,0,0,0
"CNNM2",0,0,0,0,0,0,0,0,0
"CNNM3",3,2,2,2,2,2,2,2,2
"CNNM4",0,0,1,0,0,0,1,1,1
"CNOT1",16,17,20,21,20,24,24,23,28
"CNOT10",6,6,7,8,7,9,9,9,11
"CNOT11",11,14,16,20,17,20,24,23,27
"CNOT2",58,59,60,63,55,64,63,55,61
"CNOT3",0,0,0,0,0,0,0,0,0
"CNOT4",25,24,23,23,19,21,21,17,17
"CNOT6",14,15,14,13,11,11,12,10,11
"CNOT6L",14,14,13,13,10,10,10,9,9
"CNOT7",136,131,133,132,112,127,126,114,124
"CNOT8",24,21,24,27,22,26,24,24,25
"CNP",139,136,132,126,105,115,110,93,102
"CNPPD1",20,18,17,14,11,9,11,8,8
"CNPY1",14,9,10,7,5,6,4,2,1
"CNPY2",95,103,93,99,85,102,99,86,87
"CNPY3",13,13,14,14,12,18,15,14,16
"CNPY4",28,26,24,23,19,19,20,16,17
"CNR1",0,0,0,1,1,1,1,1,1
"CNR2",0,0,0,0,0,0,0,0,0
"CNRIP1",16,23,27,31,30,38,42,44,49
"CNST",4,4,4,5,3,4,3,3,4
"CNTD1",1,1,1,1,1,1,1,1,1
"CNTD2",0,0,0,0,0,0,0,0,0
"CNTF",2,2,2,2,1,1,1,1,1
"CNTFR",0,0,0,0,0,0,0,0,0
"CNTLN",7,6,7,8,8,9,10,10,11
"CNTN1",0,0,0,0,0,0,0,0,0
"CNTN2",0,0,0,0,0,0,0,0,0
"CNTN3",0,0,0,0,0,0,0,0,0
"CNTN4",1,1,0,0,0,0,0,0,0
"CNTN4-AS2",0,0,0,0,0,0,0,0,0
"CNTN5",0,0,0,0,0,0,0,0,0
"CNTN6",0,0,0,0,0,0,0,0,0
"CNTNAP1",0,0,0,0,0,0,0,0,0
"CNTNAP2",0,0,0,0,0,0,0,0,0
"CNTNAP3",0,0,0,0,0,0,0,0,0
"CNTNAP3B",0,0,0,0,0,0,0,0,0
"CNTNAP4",0,0,0,0,0,0,0,0,0
"CNTNAP5",0,0,0,0,0,0,0,0,0
"CNTRL",3,4,4,5,5,6,7,7,8
"CNTROB",6,6,4,5,5,6,5,4,4
"COA1",100,97,98,96,77,101,93,85,87
"COA3",267,263,281,295,273,303,314,298,338
"COA4",488,443,442,388,334,336,316,256,265
"COA5",28,28,25,24,19,19,17,13,13
"COA6",91,98,104,112,95,118,108,109,116
"COASY",25,22,21,21,15,19,16,14,14
"COBL",4,2,2,2,2,1,1,1,0
"COBLL1",3,2,2,2,1,1,1,1,1
"COCH",0,0,0,0,1,1,1,1,1
"COG1",15,12,12,10,8,7,7,6,5
"COG2",34,34,25,23,17,18,15,11,10
"COG3",3,3,4,4,3,3,4,4,3
"COG4",29,29,28,27,21,24,23,21,23
"COG5",14,14,14,13,11,13,14,12,12
"COG6",14,14,13,13,13,15,14,14,16
"COG7",6,6,7,8,7,9,10,9,10
"COG8",1,1,1,2,2,3,3,2,3
"COIL",14,14,14,17,14,16,16,13,15
"COL10A1",4,3,3,2,2,2,1,1,1
"COL11A1",85,74,64,56,41,38,31,21,15
"COL11A2",0,0,0,0,0,0,0,0,0
"COL12A1",10,10,9,9,7,7,7,6,6
"COL13A1",0,0,0,0,0,0,0,0,0
"COL14A1",3,2,2,2,1,1,1,0,0
"COL15A1",14,12,10,9,6,6,4,3,2
"COL16A1",2,2,2,2,2,2,2,1,2
"COL17A1",0,0,0,0,0,0,0,0,0
"COL18A1",6,5,4,4,3,3,3,1,1
"COL18A1-AS1",0,0,0,0,0,0,0,0,0
"COL18A1-AS2",0,0,0,0,0,0,0,0,0
"COL19A1",0,0,0,0,0,0,0,0,0
"COL1A1",492,461,442,436,359,390,368,321,341
"COL1A2",303,294,283,277,238,262,253,222,230
"COL20A1",0,0,0,0,0,0,0,0,0
"COL21A1",0,0,0,0,0,0,0,0,0
"COL22A1",0,0,0,0,0,0,0,0,0
"COL23A1",0,0,0,0,0,0,0,0,0
"COL24A1",0,0,0,0,0,0,0,0,0
"COL25A1",3,3,4,4,4,5,5,5,6
"COL26A1",0,0,0,0,0,0,0,0,0
"COL27A1",0,0,0,0,0,0,0,0,0
"COL28A1",0,0,0,0,0,0,0,0,1
"COL2A1",0,0,0,0,0,0,0,0,0
"COL3A1",148,138,125,119,98,107,99,84,84
"COL4A1",19,19,22,22,20,24,24,23,26
"COL4A2",10,10,10,10,9,10,10,8,9
"COL4A2-AS1",0,0,0,0,0,0,0,0,0
"COL4A3",0,0,0,0,0,0,0,0,0
"COL4A3BP",12,10,10,9,8,8,8,6,5
"COL4A4",0,0,0,0,0,0,0,0,0
